target_id	length	eff_length	est_counts	tpm
Glyma.19G004900.3	1298	1109.25	0	0
Glyma.19G005000.1	2358	2169.25	2	2.0614
Glyma.19G005051.1	141	42.7499	0	0
Glyma.19G005100.8	1360	1171.25	0	0
Glyma.19G005200.3	2061	1872.25	0	0
Glyma.19G005300.1	974	785.247	0	0
Glyma.19G005400.1	327	142.637	0	0
Glyma.19G005502.1	309	126.851	0	0
Glyma.19G005600.2	1380	1191.25	0	0
Glyma.19G005700.1	2797	2608.25	0	0
Glyma.19G005800.1	3716	3527.25	0	0
Glyma.19G005900.1	1650	1461.25	0	0
Glyma.19G006000.5	3540	3351.25	0	0
Glyma.19G006100.1	2122	1933.25	0	0
Glyma.19G006200.1	1665	1476.25	0	0
Glyma.19G006300.1	2203	2014.25	0	0
Glyma.19G006400.2	1068	879.247	4	10.1716
Glyma.19G006500.1	1001	812.247	0	0
Glyma.19G006600.4	4090	3901.25	0	0
Glyma.19G006700.1	936	747.247	1	2.99211
Glyma.19G006800.1	1757	1568.25	0	0
Glyma.19G006850.1	192	50.3992	0	0
Glyma.19G006900.1	1610	1421.25	0	0
Glyma.19G007200.1	642	453.296	1	4.93242
Glyma.19G007300.5	3431	3242.25	0	0
Glyma.19G007400.1	4632	4443.25	0	0
Glyma.19G007550.1	429	241.008	0	0
Glyma.19G007600.1	1250	1061.25	0	0
Glyma.19G007700.1	1419	1230.25	0	0
Glyma.19G007800.1	1686	1497.25	1	1.4933
Glyma.19G007900.5	1761	1572.25	0	0
Glyma.19G008000.1	555	366.543	0	0
Glyma.19G008100.1	1636	1447.25	0	0
Glyma.19G008200.3	2907	2718.25	0	0
Glyma.19G008300.3	2743	2554.25	0	0
Glyma.19G008500.1	1700	1511.25	0	0
Glyma.19G008600.1	1366	1177.25	0	0
Glyma.19G008700.1	1411	1222.25	0	0
Glyma.19G008800.2	695	506.247	0	0
Glyma.19G008900.1	541	352.543	0	0
Glyma.19G009000.1	1668	1479.25	2	3.02295
Glyma.19G009100.1	1592	1403.25	0	0
Glyma.19G009200.1	1166	977.247	0	0
Glyma.19G009300.6	1034	845.247	0	0
Glyma.19G009400.2	2360	2171.25	0	0
Glyma.19G009500.1	1770	1581.25	0	0
Glyma.19G009600.1	159	42.3887	0	0
Glyma.19G009700.1	1818	1629.25	1	1.37232
Glyma.19G009800.1	2238	2049.25	0	0
Glyma.19G009900.1	1187	998.247	0	0
Glyma.19G010001.1	305	123.267	0	0
Glyma.19G010100.2	1224	1035.25	0	0
Glyma.19G010200.1	7388	7199.25	0	0
Glyma.19G010300.1	1239	1050.25	0	0
Glyma.19G010400.1	555	366.543	0	0
Glyma.19G010500.2	1301	1112.25	0	0
Glyma.19G010600.1	2293	2104.25	0	0
Glyma.19G010700.2	2218	2029.25	0	0
Glyma.19G010767.1	447	258.886	0	0
Glyma.19G010833.1	1227	1038.25	0	0
Glyma.19G010900.1	3509	3320.25	0	0
Glyma.19G011000.1	2224	2035.25	0	0
Glyma.19G011100.1	840	651.247	0	0
Glyma.19G011200.6	2881	2692.25	0	0
Glyma.19G011300.1	2815	2626.25	0	0
Glyma.19G011400.1	962	773.247	0	0
Glyma.19G011500.1	1703	1514.25	0	0
Glyma.19G011600.1	1464	1275.25	0	0
Glyma.19G011700.1	2339	2150.25	9	9.35828
Glyma.19G011800.1	2324	2135.25	0	0
Glyma.19G011900.1	985	796.247	0	0
Glyma.19G012000.1	2340	2151.25	0	0
Glyma.19G012100.1	1912	1723.25	0	0
Glyma.19G012200.1	821	632.247	0	0
Glyma.19G012300.11	6027	5838.25	0	0
Glyma.19G012350.1	312	129.466	0	0
Glyma.19G012500.1	772	583.247	0	0
Glyma.19G012700.1	2767	2578.25	0	0
Glyma.19G012900.3	1189	1000.25	0	0
Glyma.19G013000.2	1092	903.247	2	4.95069
Glyma.19G013200.1	2137	1948.25	0	0
Glyma.19G013300.1	561	372.506	0	0
Glyma.19G013400.1	1322	1133.25	0	0
Glyma.19G013500.1	3185	2996.25	0	0
Glyma.19G013700.2	642	453.296	0	0
Glyma.19G013800.3	975	786.247	0	0
Glyma.19G013851.1	159	42.3887	0	0
Glyma.19G014000.1	3848	3659.25	0	0
Glyma.19G014100.2	3738	3549.25	0	0
Glyma.19G014200.2	1117	928.247	0	0
Glyma.19G014300.1	1099	910.247	0	0
Glyma.19G014400.1	1340	1151.25	0	0
Glyma.19G014500.1	1129	940.247	0	0
Glyma.19G014600.1	1904	1715.25	0	0
Glyma.19G014700.1	3051	2862.25	0	0
Glyma.19G014800.2	3149	2960.25	0	0
Glyma.19G015000.1	1782	1593.25	0	0
Glyma.19G015200.1	1886	1697.25	0	0
Glyma.19G015251.1	1145	956.247	0	0
Glyma.19G015300.1	2242	2053.25	0	0
Glyma.19G015401.1	912	723.247	0	0
Glyma.19G015500.1	1012	823.247	1	2.71589
Glyma.19G015600.3	1145	956.247	0	0
Glyma.19G015800.1	2464	2275.25	0	0
Glyma.19G015900.1	4431	4242.25	0	0
Glyma.19G016000.1	1369	1180.25	0	0
Glyma.19G016100.1	1473	1284.25	0	0
Glyma.19G016200.1	96	43.9337	0	0
Glyma.19G016300.1	4977	4788.25	0	0
Glyma.19G016400.1	4487	4298.25	1	0.520176
Glyma.19G016600.1	3958	3769.25	0	0
Glyma.19G016700.1	4369	4180.25	0	0
Glyma.19G016800.1	1972	1783.25	0	0
Glyma.19G016900.1	156	42.1192	0	0
Glyma.19G017000.1	761	572.247	0	0
Glyma.19G017100.3	2355	2166.25	0	0
Glyma.19G017200.2	3582	3393.25	0	0
Glyma.19G017300.3	2585	2396.25	1	0.933062
Glyma.19G017400.1	1046	857.247	0	0
Glyma.19G017500.2	2899	2710.25	0	0
Glyma.19G017700.1	1675	1486.25	0	0
Glyma.19G017800.2	646	457.296	0	0
Glyma.19G017900.1	1562	1373.25	0	0
Glyma.19G018000.2	2326	2137.25	0	0
Glyma.19G018100.1	1455	1266.25	0	0
Glyma.19G018200.1	213	58.8526	0	0
Glyma.19G018250.1	177	46.2198	0	0
Glyma.19G018300.1	1949	1760.25	0	0
Glyma.19G018400.1	969	780.247	0	0
Glyma.19G018501.1	1556	1367.25	0	0
Glyma.19G018600.1	2000	1811.25	0	0
Glyma.19G018700.1	1983	1794.25	0	0
Glyma.19G018800.3	2068	1879.25	0	0
Glyma.19G018900.1	1303	1114.25	0	0
Glyma.19G019000.1	1738	1549.25	0	0
Glyma.19G019100.6	3898	3709.25	0	0
Glyma.19G019200.1	3388	3199.25	1	0.698866
Glyma.19G019300.1	2993	2804.25	0	0
Glyma.19G019400.1	2479	2290.25	0	0
Glyma.19G019451.1	189	49.7	0	0
Glyma.19G019500.3	411	223.1	0	0
Glyma.19G019600.5	882	693.247	0	0
Glyma.19G019660.1	231	68.3258	0	0
Glyma.19G019720.1	522	333.543	0	0
Glyma.19G019780.1	3071	2882.25	0	0
Glyma.19G019840.1	822	633.247	0	0
Glyma.19G019900.1	2487	2298.25	0	0
Glyma.19G020000.1	2005	1816.25	0	0
Glyma.19G020100.1	1144	955.247	0	0
Glyma.19G020200.1	1912	1723.25	0	0
Glyma.19G020300.1	5690	5501.25	1	0.406425
Glyma.19G020400.1	1566	1377.25	0	0
Glyma.19G020500.1	1751	1562.25	0	0
Glyma.19G020550.1	141	42.7499	0	0
Glyma.19G020600.2	2325	2136.25	0	0
Glyma.19G020700.1	1405	1216.25	0	0
Glyma.19G020800.1	1598	1409.25	0	0
Glyma.19G020900.2	1894	1705.25	0	0
Glyma.19G021001.1	1460	1271.25	0	0
Glyma.19G021100.1	1402	1213.25	0	0
Glyma.19G021300.1	3401	3212.25	1	0.696038
Glyma.19G021400.1	851	662.247	0	0
Glyma.19G021500.1	4407	4218.25	0	0
Glyma.19G021600.1	2789	2600.25	0	0
Glyma.19G021700.1	6984	6795.25	0	0
Glyma.19G021800.1	3366	3177.25	0	0
Glyma.19G021900.1	1586	1397.25	0	0
Glyma.19G022000.1	3278	3089.25	0	0
Glyma.19G022100.1	1682	1493.25	0	0
Glyma.19G022200.1	919	730.247	0	0
Glyma.19G022300.1	159	42.3887	0	0
Glyma.19G022400.2	1770	1581.25	0	0
Glyma.19G022500.1	848	659.247	0	0
Glyma.19G022700.1	3561	3372.25	1	0.663014
Glyma.19G022800.1	4139	3950.25	0	0
Glyma.19G022900.1	2957	2768.25	0	0
Glyma.19G023000.1	2515	2326.25	0	0
Glyma.19G023200.1	1849	1660.25	0	0
Glyma.19G023300.1	1490	1301.25	0	0
Glyma.19G023550.1	671	482.296	0	0
Glyma.19G023800.1	767	578.247	0	0
Glyma.19G023900.1	995	806.247	0	0
Glyma.19G024000.1	1382	1193.25	0	0
Glyma.19G024100.1	754	565.247	0	0
Glyma.19G024200.1	3594	3405.25	0	0
Glyma.19G024400.1	4041	3852.25	0	0
Glyma.19G024450.1	345	159.398	0	0
Glyma.19G024500.1	1826	1637.25	0	0
Glyma.19G024600.1	324	139.955	0	0
Glyma.19G024700.1	1891	1702.25	0	0
Glyma.19G024750.1	120	43.8681	0	0
Glyma.19G025000.1	1155	966.247	0	0
Glyma.19G025051.1	147	43.314	0	0
Glyma.19G025100.1	1673	1484.25	0	0
Glyma.19G025200.1	1634	1445.25	0	0
Glyma.19G025300.1	1070	881.247	0	0
Glyma.19G025400.1	1518	1329.25	1	1.68204
Glyma.19G025500.1	894	705.247	0	0
Glyma.19G025600.1	1022	833.247	0	0
Glyma.19G025700.1	2522	2333.25	0	0
Glyma.19G025800.1	1197	1008.25	2	4.43512
Glyma.19G025850.1	126	43.2968	0	0
Glyma.19G025900.2	3290	3101.25	0	0
Glyma.19G026000.1	1584	1395.25	0	0
Glyma.19G026100.1	824	635.247	0	0
Glyma.19G026200.1	2302	2113.25	0	0
Glyma.19G026300.1	2388	2199.25	0	0
Glyma.19G026400.3	3061	2872.25	0	0
Glyma.19G026600.1	2438	2249.25	0	0
Glyma.19G026702.1	811	622.247	0	0
Glyma.19G026800.1	1379	1190.25	0	0
Glyma.19G026900.1	1229	1040.25	0	0
Glyma.19G027000.1	501	312.576	0	0
Glyma.19G027100.1	1414	1225.25	0	0
Glyma.19G027200.1	3516	3327.25	0	0
Glyma.19G027300.1	3446	3257.25	0	0
Glyma.19G027400.1	1633	1444.25	0	0
Glyma.19G027500.1	2376	2187.25	0	0
Glyma.19G027600.2	1709	1520.25	1	1.47071
Glyma.19G027700.9	1797	1608.25	0	0
Glyma.19G027800.1	1180	991.247	0	0
Glyma.19G027900.1	3547	3358.25	0	0
Glyma.19G028000.4	1595	1406.25	0	0
Glyma.19G028100.1	2700	2511.25	0	0
Glyma.19G028200.2	378	190.803	0	0
Glyma.19G028300.1	571	382.506	0	0
Glyma.19G028301.1	102	44.7238	0	0
Glyma.19G028400.1	3472	3283.25	0	0
Glyma.19G028500.1	1864	1675.25	0	0
Glyma.19G028600.1	1992	1803.25	0	0
Glyma.19G028700.1	773	584.247	2	7.65377
Glyma.19G028800.1	1721	1532.25	0	0
Glyma.19G028900.1	252	81.8551	0	0
Glyma.19G029000.1	2357	2168.25	0	0
Glyma.19G029100.1	4071	3882.25	0	0
Glyma.19G029200.1	923	734.247	0	0
Glyma.19G029300.1	1763	1574.25	0	0
Glyma.19G029400.1	1960	1771.25	0	0
Glyma.19G029500.1	1931	1742.25	0	0
Glyma.19G029700.2	2010	1821.25	0	0
Glyma.19G029750.1	387	199.607	0	0
Glyma.19G029800.1	198	52.6563	0	0
Glyma.19G030000.1	315	132.115	0	0
Glyma.19G030100.1	969	780.247	0	0
Glyma.19G030200.1	754	565.247	0	0
Glyma.19G030300.1	1849	1660.25	0	0
Glyma.19G030400.1	4061	3872.25	0	0
Glyma.19G030500.2	1802	1613.25	0	0
Glyma.19G030600.1	204	54.9946	0	0
Glyma.19G030700.2	1807	1618.25	0	0
Glyma.19G030800.1	3948	3759.25	0	0
Glyma.19G030900.1	5500	5311.25	0	0
Glyma.19G031000.1	249	79.8167	0	0
Glyma.19G031100.1	3957	3768.25	0	0
Glyma.19G031200.1	740	551.247	0	0
Glyma.19G031300.1	952	763.247	0	0
Glyma.19G031500.2	676	487.296	0	0
Glyma.19G031600.2	1190	1001.25	0	0
Glyma.19G031800.1	1065	876.247	0	0
Glyma.19G032000.1	2062	1873.25	8	9.54854
Glyma.19G032100.1	216	60.3314	0	0
Glyma.19G032167.1	1355	1166.25	0	0
Glyma.19G032233.1	2157	1968.25	0	0
Glyma.19G032300.1	1008	819.247	0	0
Glyma.19G032400.2	1427	1238.25	0	0
Glyma.19G032500.1	827	638.247	0	0
Glyma.19G032600.1	2353	2164.25	0	0
Glyma.19G032700.1	4701	4512.25	0	0
Glyma.19G032800.1	1853	1664.25	0	0
Glyma.19G032900.1	2193	2004.25	0	0
Glyma.19G033100.1	4011	3822.25	0	0
Glyma.19G033200.1	1059	870.247	0	0
Glyma.19G033300.1	1358	1169.25	0	0
Glyma.19G033500.1	1867	1678.25	0	0
Glyma.19G033600.1	1744	1555.25	0	0
Glyma.19G033700.3	2685	2496.25	0	0
Glyma.19G033800.1	1459	1270.25	0	0
Glyma.19G033900.1	1717	1528.25	0	0
Glyma.19G034000.2	1521	1332.25	0	0
Glyma.19G034100.1	506	317.576	0	0
Glyma.19G034200.1	532	343.543	0	0
Glyma.19G034300.1	483	294.637	0	0
Glyma.19G034400.1	823	634.247	0	0
Glyma.19G034500.1	1484	1295.25	0	0
Glyma.19G034600.1	1034	845.247	0	0
Glyma.19G034700.1	1398	1209.25	0	0
Glyma.19G034766.1	422	234.055	0	0
Glyma.19G034832.1	531	342.543	0	0
Glyma.19G034900.1	1736	1547.25	0	0
Glyma.19G035400.1	1010	821.247	0	0
Glyma.19G035500.1	822	633.247	0	0
Glyma.19G035600.1	914	725.247	0	0
Glyma.19G035700.1	995	806.247	0	0
Glyma.19G035800.1	1791	1602.25	0	0
Glyma.19G036100.1	3042	2853.25	0	0
Glyma.19G036300.2	1917	1728.25	0	0
Glyma.19G036400.1	2241	2052.25	0	0
Glyma.19G036450.1	363	176.313	0	0
Glyma.19G036500.1	264	90.2225	0	0
Glyma.19G036600.1	1926	1737.25	0	0
Glyma.19G036700.1	1317	1128.25	0	0
Glyma.19G036800.1	3532	3343.25	0	0
Glyma.19G036900.2	1013	824.247	0	0
Glyma.19G037000.1	799	610.247	0	0
Glyma.19G037200.5	7025	6836.25	0	0
Glyma.19G037400.5	2114	1925.25	0	0
Glyma.19G037500.1	2282	2093.25	0	0
Glyma.19G037700.3	2241	2052.25	0	0
Glyma.19G037800.1	3142	2953.25	0	0
Glyma.19G037900.1	1056	867.247	0	0
Glyma.19G038000.1	2492	2303.25	0	0
Glyma.19G038100.1	2446	2257.25	0	0
Glyma.19G038200.1	1275	1086.25	0	0
Glyma.19G038300.3	837	648.247	0	0
Glyma.19G038400.1	1978	1789.25	0	0
Glyma.19G038600.1	3846	3657.25	0	0
Glyma.19G038700.1	869	680.247	0	0
Glyma.19G039000.1	1717	1528.25	0	0
Glyma.19G039050.1	426	238.032	0	0
Glyma.19G039100.1	2472	2283.25	0	0
Glyma.19G039300.1	1660	1471.25	0	0
Glyma.19G039350.1	634	445.341	0	0
Glyma.19G039400.2	1242	1053.25	0	0
Glyma.19G039500.1	294	114.173	0	0
Glyma.19G039700.1	1748	1559.25	0	0
Glyma.19G039750.1	634	445.341	0	0
Glyma.19G040000.1	679	490.296	0	0
Glyma.19G040100.1	1777	1588.25	0	0
Glyma.19G040200.1	2387	2198.25	0	0
Glyma.19G040250.1	429	241.008	0	0
Glyma.19G040400.1	870	681.247	0	0
Glyma.19G040700.3	2564	2375.25	0	0
Glyma.19G040800.2	2060	1871.25	0	0
Glyma.19G040900.1	1615	1426.25	0	0
Glyma.19G041000.3	2273	2084.25	0	0
Glyma.19G041100.1	832	643.247	0	0
Glyma.19G041200.2	823	634.247	0	0
Glyma.19G041300.1	1670	1481.25	0	0
Glyma.19G041375.1	1485	1296.25	0	0
Glyma.19G041450.1	378	190.803	0	0
Glyma.19G041525.1	1270	1081.25	0	0
Glyma.19G041600.1	1868	1679.25	0	0
Glyma.19G041700.1	1450	1261.25	0	0
Glyma.19G041800.1	1628	1439.25	0	0
Glyma.19G042000.3	684	495.247	0	0
Glyma.19G042100.1	1826	1637.25	0	0
Glyma.19G042200.1	2731	2542.25	0	0
Glyma.19G042350.1	890	701.247	0	0
Glyma.19G042500.1	1786	1597.25	0	0
Glyma.19G042700.2	2126	1937.25	0	0
Glyma.19G042800.1	192	50.3992	0	0
Glyma.19G042900.1	2030	1841.25	0	0
Glyma.19G042950.1	102	44.7238	0	0
Glyma.19G043000.1	1934	1745.25	0	0
Glyma.19G043100.1	228	66.7263	0	0
Glyma.19G043200.1	2835	2646.25	0	0
Glyma.19G043700.2	1093	904.247	0	0
Glyma.19G043800.1	1654	1465.25	0	0
Glyma.19G043901.1	3420	3231.25	0	0
Glyma.19G044000.1	4828	4639.25	0	0
Glyma.19G044200.1	1025	836.247	0	0
Glyma.19G044300.1	2486	2297.25	0	0
Glyma.19G044400.1	1957	1768.25	0	0
Glyma.19G044600.1	675	486.296	0	0
Glyma.19G044700.1	3223	3034.25	0	0
Glyma.19G044900.1	1618	1429.25	0	0
Glyma.19G045000.1	336	150.788	0	0
Glyma.19G045050.1	450	261.86	0	0
Glyma.19G045202.1	1255	1066.25	0	0
Glyma.19G045300.1	240	73.7765	0	0
Glyma.19G045400.1	1351	1162.25	0	0
Glyma.19G045500.1	994	805.247	0	0
Glyma.19G045600.1	1381	1192.25	0	0
Glyma.19G045700.1	2705	2516.25	0	0
Glyma.19G045800.18	2941	2752.25	0	0
Glyma.19G045900.1	1699	1510.25	0	0
Glyma.19G046000.1	1820	1631.25	0	0
Glyma.19G046100.1	1729	1540.25	0	0
Glyma.19G046200.2	533	344.543	0	0
Glyma.19G046233.1	150	42.7901	0	0
Glyma.19G046266.1	402	214.297	0	0
Glyma.19G046300.1	1348	1159.25	0	0
Glyma.19G046400.1	159	42.3887	0	0
Glyma.19G046600.1	845	656.247	19.0089	64.7636
Glyma.19G046733.1	111	44.5042	0	0
Glyma.19G046766.1	141	42.7499	0	0
Glyma.19G046800.1	1019	830.247	2.99113	8.05508
Glyma.19G047000.1	955	766.247	0	0
Glyma.19G047100.1	1079	890.247	0	0
Glyma.19G047200.1	2115	1926.25	0	0
Glyma.19G047300.2	652	463.296	1	4.82596
Glyma.19G047400.1	1642	1453.25	0	0
Glyma.19G047600.1	1294	1105.25	0	0
Glyma.19G047702.1	1405	1216.25	0	0
Glyma.19G047800.2	1003	814.247	0	0
Glyma.19G047900.1	1158	969.247	0	0
Glyma.19G048000.1	1346	1157.25	0	0
Glyma.19G048100.1	1634	1445.25	0	0
Glyma.19G048200.1	1158	969.247	0	0
Glyma.19G048300.1	1158	969.247	0	0
Glyma.19G048500.1	1029	840.247	0	0
Glyma.19G048600.1	990	801.247	0	0
Glyma.19G048700.1	1369	1180.25	0	0
Glyma.19G048800.1	1116	927.247	0	0
Glyma.19G049000.1	1158	969.247	0	0
Glyma.19G049100.3	1661	1472.25	0	0
Glyma.19G049200.1	971	782.247	0	0
Glyma.19G049300.2	1727	1538.25	0	0
Glyma.19G049400.1	1614	1425.25	1	1.56874
Glyma.19G049500.1	1937	1748.25	1	1.27891
Glyma.19G049666.1	348	162.203	0	0
Glyma.19G049732.1	1030	841.247	0	0
Glyma.19G049800.1	1863	1674.25	0	0
Glyma.19G049900.2	1377	1188.25	0	0
Glyma.19G050000.1	1487	1298.25	0	0
Glyma.19G050100.1	1806	1617.25	0	0
Glyma.19G050202.1	755	566.247	0	0
Glyma.19G050300.3	1355	1166.25	0	0
Glyma.19G050400.2	1022	833.247	0	0
Glyma.19G050500.1	1363	1174.25	0	0
Glyma.19G050600.1	1810	1621.25	0	0
Glyma.19G050700.1	746	557.247	0	0
Glyma.19G050800.1	1541	1352.25	0	0
Glyma.19G050900.1	1422	1233.25	0	0
Glyma.19G051000.1	1357	1168.25	0	0
Glyma.19G051100.1	1574	1385.25	0	0
Glyma.19G051200.1	1682	1493.25	0	0
Glyma.19G051300.1	1851	1662.25	0	0
Glyma.19G051500.6	2765	2576.25	0	0
Glyma.19G051600.1	801	612.247	1	3.65187
Glyma.19G051651.1	1241	1052.25	0	0
Glyma.19G051700.2	1303	1114.25	0	0
Glyma.19G051800.5	1918	1729.25	0	0
Glyma.19G051900.1	327	142.637	0	0
Glyma.19G052100.1	1850	1661.25	0	0
Glyma.19G052200.1	1050	861.247	0	0
Glyma.19G052300.1	1078	889.247	0	0
Glyma.19G052400.1	2577	2388.25	10	9.36187
Glyma.19G052500.1	916	727.247	0	0
Glyma.19G052600.1	924	735.247	0	0
Glyma.19G052700.1	864	675.247	0	0
Glyma.19G052900.2	872	683.247	0	0
Glyma.19G053100.1	743	554.247	0	0
Glyma.19G053200.1	1080	891.247	0	0
Glyma.19G053300.1	1417	1228.25	0	0
Glyma.19G053500.1	1753	1564.25	0	0
Glyma.19G053700.1	837	648.247	0	0
Glyma.19G053800.1	1597	1408.25	1	1.58768
Glyma.19G053900.1	325	140.912	0	0
Glyma.19G054100.1	396	208.402	0	0
Glyma.19G054201.1	436	247.886	0	0
Glyma.19G054400.1	805	616.247	0	0
Glyma.19G054500.11	2618	2429.25	0	0
Glyma.19G054600.1	862	673.247	0	0
Glyma.19G054700.1	3754	3565.25	0	0
Glyma.19G054900.1	3731	3542.25	0	0
Glyma.19G055000.1	3651	3462.25	0	0
Glyma.19G055100.1	1218	1029.25	0	0
Glyma.19G055200.1	1414	1225.25	0	0
Glyma.19G055300.1	390	202.587	0	0
Glyma.19G055400.1	2545	2356.25	0	0
Glyma.19G055500.1	3284	3095.25	0	0
Glyma.19G055700.1	3006	2817.25	0	0
Glyma.19G055800.2	1402	1213.25	0	0
Glyma.19G055900.1	1180	991.247	0	0
Glyma.19G055966.1	999	810.247	0	0
Glyma.19G056032.1	224	64.6697	0	0
Glyma.19G056100.1	1570	1381.25	0	0
Glyma.19G056300.1	2115	1926.25	0	0
Glyma.19G056400.1	2193	2004.25	0	0
Glyma.19G056500.1	2140	1951.25	0	0
Glyma.19G056600.1	1200	1011.25	0	0
Glyma.19G056700.3	3328	3139.25	0	0
Glyma.19G056800.1	1134	945.247	0	0
Glyma.19G057200.1	1533	1344.25	0	0
Glyma.19G057300.1	2069	1880.25	0	0
Glyma.19G057400.1	630	441.341	0	0
Glyma.19G057500.1	1439	1250.25	0	0
Glyma.19G057702.1	216	60.3314	0	0
Glyma.19G057900.3	225	65.1249	0	0
Glyma.19G057950.1	1569	1380.25	0	0
Glyma.19G058000.1	1440	1251.25	0	0
Glyma.19G058100.1	1059	870.247	0	0
Glyma.19G058200.1	1368	1179.25	0	0
Glyma.19G058700.1	1203	1014.25	0	0
Glyma.19G058900.1	1097	908.247	0	0
Glyma.19G059000.1	884	695.247	0	0
Glyma.19G059100.1	666	477.296	0	0
Glyma.19G059200.1	666	477.296	0	0
Glyma.19G059300.1	1461	1272.25	0	0
Glyma.19G059501.1	303	121.586	0	0
Glyma.19G059700.1	918	729.247	0	0
Glyma.19G059800.1	1071	882.247	0	0
Glyma.19G059850.1	750	561.247	0	0
Glyma.19G059900.1	544	355.543	0	0
Glyma.19G060100.1	486	297.637	0	0
Glyma.19G060200.1	1487	1298.25	0	0
Glyma.19G060500.1	2642	2453.25	0	0
Glyma.19G060600.1	351	165.004	0	0
Glyma.19G060900.1	2702	2513.25	0	0
Glyma.19G061100.1	1640	1451.25	1	1.54064
Glyma.19G061200.1	1929	1740.25	0	0
Glyma.19G061300.1	959	770.247	0	0
Glyma.19G061400.1	330	145.329	0	0
Glyma.19G061450.1	126	43.2968	0	0
Glyma.19G061500.1	993	804.247	0	0
Glyma.19G061600.1	1188	999.247	0	0
Glyma.19G061700.1	165	43.3382	0	0
Glyma.19G061800.1	400	212.297	0	0
Glyma.19G061900.1	1437	1248.25	0	0
Glyma.19G062000.1	1633	1444.25	0	0
Glyma.19G062300.1	2420	2231.25	0	0
Glyma.19G062400.2	1774	1585.25	0	0
Glyma.19G062600.1	1266	1077.25	0	0
Glyma.19G062701.1	1244	1055.25	0	0
Glyma.19G062800.1	1133	944.247	0	0
Glyma.19G062900.1	300	118.95	0	0
Glyma.19G063000.1	476	287.724	0	0
Glyma.19G063100.2	3020	2831.25	0	0
Glyma.19G063300.1	1310	1121.25	0	0
Glyma.19G063400.1	1142	953.247	0	0
Glyma.19G063600.1	2016	1827.25	0	0
Glyma.19G063800.1	2641	2452.25	0	0
Glyma.19G064000.1	3361	3172.25	0	0
Glyma.19G064200.14	1617	1428.25	0	0
Glyma.19G064300.1	282	104.125	0	0
Glyma.19G064500.2	3418	3229.25	0	0
Glyma.19G064700.1	1235	1046.25	1	2.13702
Glyma.19G064800.3	1143	954.247	0	0
Glyma.19G064950.1	117	43.9388	0	0
Glyma.19G065000.1	1086	897.247	0	0
Glyma.19G065400.8	4316	4127.25	0	0
Glyma.19G065600.1	7534	7345.25	0	0
Glyma.19G065700.1	1252	1063.25	0	0
Glyma.19G065800.1	1718	1529.25	0	0
Glyma.19G066001.1	132	42.7145	0	0
Glyma.19G066200.1	1185	996.247	0	0
Glyma.19G066350.1	330	145.329	0	0
Glyma.19G066500.2	702	513.247	0	0
Glyma.19G066600.1	991	802.247	0	0
Glyma.19G066650.1	138	42.8393	0	0
Glyma.19G066700.3	1988	1799.25	0	0
Glyma.19G066800.31	3819	3630.25	0	0
